Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT370843,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370844,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370845,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370846,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29727,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370847,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370848,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29709,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370849,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370850,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29727,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370851,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29731,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370852,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370853,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370854,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-14
MT370855,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370856,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370857,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-14
MT370858,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370859,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29725,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370860,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370861,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29779,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370862,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370863,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29720,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370864,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370865,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370866,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370867,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-15
MT370868,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370869,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370870,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370871,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370872,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29730,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370873,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370874,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-15
MT370875,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370876,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370877,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370878,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370879,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29734,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370880,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370881,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-13
MT370882,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370883,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370884,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370885,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370886,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370887,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370888,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29730,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370889,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-13
MT370890,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370891,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370892,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-11
MT370893,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29764,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370894,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370895,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29751,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370896,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370897,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370898,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370899,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370900,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370901,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370902,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370903,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370904,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-02-29
MT370905,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370906,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370907,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29720,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370908,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370909,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370910,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-13
MT370911,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29729,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370912,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370913,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370914,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29718,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370915,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-13
MT370916,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-17
MT370917,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370918,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-16
MT370919,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-14
MT370920,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370921,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370922,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-22
MT370923,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29709,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370924,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29701,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-22
MT370925,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370926,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29702,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370927,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29709,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370928,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370929,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29695,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370930,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-22
MT370931,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29712,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370932,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370933,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29715,complete,USA: NJ,NJ,Homo sapiens,oronasopharynx,2020-03-20
MT370934,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370935,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29712,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370936,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29693,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370937,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29737,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370938,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370939,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29715,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370940,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29724,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370941,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370942,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370943,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29703,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370944,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29739,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370945,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-22
MT370946,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29710,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370947,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370948,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29730,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370949,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370950,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29731,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370951,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370952,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29717,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370953,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370954,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370955,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370956,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29712,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370957,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370958,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29723,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370959,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370960,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-18
MT370961,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370962,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29719,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370963,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29649,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370964,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370965,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29767,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370966,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29732,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-19
MT370967,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370968,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29700,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
MT370969,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29703,partial,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-21
MT370970,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29716,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-20
